Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
27173, 0.01, 0.04, 0.96, -1.14, -2.65, 57.30, -0.09, 0.15, -0.63
27203, 0.02, -0.01, 0.96, -0.52, -2.11, 46.72, -0.09, 0.15, -0.63
27236, 0.02, -0.06, 0.94, 1.00, -2.63, 45.47, -0.09, 0.16, -0.62
27267, -0.00, -0.10, 0.91, 0.89, -1.58, 36.58, -0.09, 0.16, -0.62
27296, -0.04, -0.12, 0.92, -0.09, -2.31, 41.13, -0.10, 0.16, -0.62
27326, -0.03, -0.05, 0.95, 9.31, -1.49, 51.10, -0.10, 0.17, -0.63
27355, 0.00, -0.05, 0.93, 9.09, -1.56, 45.15, -0.10, 0.17, -0.63
27386, 0.02, -0.12, 0.93, -1.70, -1.01, 45.22, -0.11, 0.17, -0.63
27416, -0.05, -0.03, 0.96, -6.63, -3.37, 47.42, -0.11, 0.17, -0.63
27448, 0.03, -0.06, 0.93, -4.95, -3.50, 46.52, -0.12, 0.19, -0.62
27479, 0.08, -0.08, 0.96, 3.05, -2.64, 37.84, -0.12, 0.19, -0.62
27508, 0.01, -0.07, 0.97, 0.22, -2.13, 36.44, -0.12, 0.19, -0.62
27539, 0.02, 0.16, 1.07, 2.56, -2.24, 41.66, -0.12, 0.20, -0.62
27568, 0.03, -0.07, 0.95, -0.04, -1.70, 38.31, -0.12, 0.20, -0.62
27596, 0.01, -0.12, 0.94, -1.07, -1.24, 40.85, -0.13, 0.21, -0.62
27627, -0.02, -0.02, 0.97, 1.18, -2.31, 47.94, -0.13, 0.22, -0.62
27656, 0.02, -0.01, 0.96, -4.17, -2.84, 48.70, -0.13, 0.22, -0.62
27687, -0.03, -0.06, 0.95, 3.12, -2.82, 40.94, -0.13, 0.22, -0.62
27717, -0.03, -0.05, 0.94, 1.90, -1.79, 39.52, -0.13, 0.22, -0.62
27747, -0.09, -0.04, 0.95, 2.48, -2.69, 47.53, -0.13, 0.23, -0.62
27778, -0.03, 0.00, 0.96, -1.50, -2.98, 61.09, -0.13, 0.24, -0.62
27806, -0.00, -0.11, 0.97, -2.51, -2.18, 66.57, -0.13, 0.24, -0.62
27836, 0.07, -0.01, 0.95, 1.58, -1.62, 49.67, -0.13, 0.25, -0.62
27867, -0.01, -0.08, 0.96, -1.98, -1.18, 33.78, -0.13, 0.25, -0.62
27900, -0.00, -0.06, 0.94, -1.16, -0.88, 29.05, -0.13, 0.26, -0.61
27930, 0.00, -0.03, 0.95, -5.13, -0.29, 27.41, -0.13, 0.27, -0.62
27961, -0.01, -0.07, 0.94, 0.97, -2.24, 38.04, -0.13, 0.27, -0.62
27991, -0.00, -0.05, 0.94, 1.21, -1.62, 30.55, -0.13, 0.27, -0.61
28021, 0.03, -0.02, 0.95, 1.00, -1.05, 17.91, -0.13, 0.27, -0.61
28050, 0.05, -0.06, 0.96, 0.24, -1.48, 9.72, -0.13, 0.28, -0.61
28078, -0.03, -0.15, 0.95, -0.15, -0.92, 11.17, -0.13, 0.28, -0.61
28107, 0.07, 0.01, 0.96, 0.47, -1.11, 13.64, -0.13, 0.28, -0.61
28141, 0.04, -0.06, 0.94, 0.32, -1.69, 22.43, -0.13, 0.28, -0.62
28170, -0.03, -0.09, 0.95, 0.90, -1.64, 18.29, -0.13, 0.28, -0.62
28200, -0.00, -0.03, 0.95, 0.10, -1.38, 28.73, -0.13, 0.29, -0.62
28230, 0.01, -0.09, 0.95, 0.89, -1.92, 24.49, -0.13, 0.29, -0.62
28261, 0.02, -0.05, 0.94, -2.15, -0.95, 31.40, -0.13, 0.30, -0.62
28290, 0.02, -0.02, 0.95, 0.33, -1.56, 26.02, -0.13, 0.30, -0.62
28319, -0.01, -0.02, 0.95, 0.66, -1.30, 16.84, -0.13, 0.30, -0.62
28349, 0.01, -0.06, 0.96, 0.46, -1.15, 11.78, -0.13, 0.30, -0.63
28407, 0.01, -0.01, 0.95, 0.75, -1.89, 28.13, -0.12, 0.30, -0.62
28437, -0.00, -0.04, 0.96, 0.45, -0.91, 12.21, -0.12, 0.30, -0.62
28466, 0.02, -0.05, 0.95, 0.28, -0.96, 13.19, -0.12, 0.31, -0.61
28494, -0.05, 0.03, 0.96, 1.41, -2.51, 25.77, -0.13, 0.31, -0.61
28525, -0.02, -0.06, 0.95, 0.51, -0.87, 12.98, -0.13, 0.31, -0.61
28554, 0.00, -0.03, 0.95, 0.43, -1.21, 9.09, -0.12, 0.32, -0.61
28582, -0.01, -0.04, 0.95, 0.81, -1.29, 7.11, -0.12, 0.32, -0.61
28613, 0.01, -0.02, 0.95, 0.63, -0.82, 4.49, -0.12, 0.32, -0.62
28647, -0.00, -0.04, 0.95, 0.75, -0.76, 0.11, -0.12, 0.32, -0.61
28676, -0.01, -0.04, 0.95, 0.63, -0.91, -1.91, -0.12, 0.32, -0.61
28707, -0.00, -0.04, 0.95, 0.88, -0.88, -2.02, -0.12, 0.32, -0.62
28735, -0.01, -0.04, 0.95, 1.00, -0.86, -6.85, -0.12, 0.32, -0.62
28764, 0.01, -0.03, 0.96, 1.65, -0.80, -10.66, -0.12, 0.32, -0.62
28793, 0.01, -0.03, 0.95, 0.75, -0.66, -2.50, -0.12, 0.32, -0.62
28822, -0.00, -0.04, 0.95, 0.67, -0.94, -0.07, -0.12, 0.32, -0.62
28864, 0.00, -0.04, 0.95, 0.68, -0.94, -0.45, -0.12, 0.32, -0.61
28893, -0.00, -0.04, 0.95, 0.90, -0.88, 0.33, -0.12, 0.32, -0.61
28922, -0.01, -0.05, 0.95, 0.82, -0.75, -0.01, -0.12, 0.32, -0.61
28951, 0.00, -0.04, 0.95, 0.96, -0.51, -7.62, -0.12, 0.32, -0.62
28980, 0.00, -0.04, 0.95, 0.92, -0.77, -2.49, -0.12, 0.32, -0.62
29009, 0.00, -0.04, 0.95, 0.85, -0.77, 0.30, -0.12, 0.31, -0.61
29037, -0.01, -0.04, 0.95, 0.63, -0.81, 2.35, -0.12, 0.31, -0.61
29066, -0.00, -0.04, 0.95, 0.89, -0.82, 0.00, -0.12, 0.32, -0.61
29099, -0.01, -0.05, 0.95, 0.33, -0.53, 1.15, -0.12, 0.32, -0.61
29128, -0.02, -0.06, 0.98, 0.33, -0.53, 8.48, -0.12, 0.32, -0.61
29157, 0.02, -0.03, 0.94, 0.48, 5.69, 10.20, -0.12, 0.32, -0.61
29188, 0.02, 0.01, 0.97, 0.63, 4.32, -3.41, -0.12, 0.32, -0.61
29217, 0.02, -0.03, 0.97, 1.23, 5.88, -19.16, -0.12, 0.31, -0.61
29248, 0.03, -0.14, 0.87, -0.61, 8.21, -1.61, -0.12, 0.31, -0.61
29276, -0.06, -0.08, 1.02, 1.21, -5.84, 13.02, -0.11, 0.31, -0.62
29305, -0.03, 0.09, 1.03, 2.00, 11.86, 4.86, -0.11, 0.31, -0.62
29338, 0.11, -0.07, 0.75, 0.03, -16.80, -0.78, -0.11, 0.31, -0.62
29368, -0.09, 0.17, 0.97, 1.80, -8.56, 29.65, -0.12, 0.31, -0.61
29398, -0.00, -0.04, 0.96, 1.02, -0.88, 0.38, -0.12, 0.31, -0.61
29428, -0.00, -0.04, 0.96, 0.72, -0.74, 0.16, -0.11, 0.31, -0.62
29459, -0.00, -0.04, 0.96, 0.64, -0.67, 0.01, -0.11, 0.31, -0.62
29486, -0.00, -0.05, 0.97, 1.00, -0.83, 0.20, -0.11, 0.31, -0.62
29515, 0.00, -0.04, 0.95, 0.97, -1.12, 0.25, -0.11, 0.31, -0.61
29545, 0.00, -0.04, 0.95, 0.99, -0.87, 0.25, -0.11, 0.31, -0.61
29576, -0.00, -0.04, 0.95, 0.62, -0.72, 0.02, -0.11, 0.31, -0.62
29604, -0.00, -0.05, 0.95, 0.88, -0.81, -1.72, -0.11, 0.31, -0.62
29634, 0.00, -0.04, 0.95, 0.60, -0.81, 0.11, -0.11, 0.32, -0.62
29663, 0.00, -0.04, 0.95, 0.85, -0.70, 0.31, -0.11, 0.31, -0.61
29691, 0.00, -0.04, 0.95, 0.46, -0.13, 0.28, -0.11, 0.31, -0.61
29721, 0.00, -0.04, 0.95, 0.74, -0.64, 0.39, -0.11, 0.31, -0.61
29749, 0.00, -0.04, 0.95, 0.93, -0.73, 0.45, -0.11, 0.31, -0.61
29782, -0.02, -0.04, 1.00, 1.12, 3.12, 0.62, -0.11, 0.31, -0.62
29813, 0.04, -0.04, 0.87, 0.64, 4.70, -0.06, -0.11, 0.31, -0.62
29843, -0.02, -0.04, 1.00, 0.18, -5.51, -0.21, -0.10, 0.31, -0.62
29874, -0.01, -0.04, 0.99, 1.01, 0.86, 0.52, -0.11, 0.31, -0.61
29902, 0.02, -0.04, 0.93, 1.07, 9.27, 0.64, -0.11, 0.31, -0.61
29933, 0.03, -0.04, 0.91, 0.65, -2.46, 0.09, -0.10, 0.31, -0.62
29962, 0.00, -0.04, 0.96, 0.61, -8.26, 0.05, -0.10, 0.31, -0.62
29989, 0.00, -0.05, 0.94, 0.68, -5.02, 0.50, -0.11, 0.31, -0.62
30022, 0.00, -0.03, 0.97, 0.73, -1.99, 2.96, -0.11, 0.31, -0.62
30054, -0.07, -0.04, 1.12, 0.46, -5.74, 0.11, -0.11, 0.31, -0.62
30082, 0.03, -0.04, 0.90, 0.87, 9.86, 0.33, -0.11, 0.31, -0.61
30113, 0.03, -0.04, 0.90, 1.26, 5.05, 0.38, -0.11, 0.31, -0.61
30156, 0.01, -0.04, 0.95, 0.63, -1.90, 0.17, -0.10, 0.31, -0.62
30220, 0.02, -0.04, 0.94, 0.62, 2.77, 0.31, -0.11, 0.31, -0.62
30251, 0.02, -0.04, 0.96, 1.36, 7.74, 0.73, -0.11, 0.31, -0.62
30280, 0.02, -0.04, 0.96, 1.09, 7.36, 0.45, -0.10, 0.31, -0.62
30313, 0.03, -0.04, 0.95, 0.97, 3.09, -0.25, -0.10, 0.31, -0.62
30341, 0.04, -0.04, 0.93, 0.97, -0.27, 0.19, -0.10, 0.31, -0.61
30371, 0.01, -0.04, 0.98, 0.68, -3.75, 0.06, -0.10, 0.31, -0.61
30400, 0.02, -0.04, 0.96, 0.99, 4.09, 0.31, -0.10, 0.31, -0.62
30431, 0.03, -0.04, 0.95, 0.92, 5.85, -1.00, -0.10, 0.31, -0.62
30460, 0.04, -0.04, 0.94, 0.87, 2.61, -0.81, -0.10, 0.31, -0.62
30491, 0.03, -0.03, 0.95, 0.86, 4.04, -0.91, -0.09, 0.31, -0.63
30519, 0.03, -0.04, 0.97, 0.74, 3.35, -1.58, -0.09, 0.31, -0.63
30552, 0.04, -0.02, 0.96, 0.29, 11.64, -7.12, -0.09, 0.31, -0.63
30581, 0.06, -0.04, 0.94, 0.24, 6.72, -7.98, -0.09, 0.31, -0.62
30609, 0.06, -0.05, 0.93, 0.77, 5.50, -7.04, -0.09, 0.31, -0.62
30638, 0.05, -0.05, 0.96, 0.73, -0.81, -1.68, -0.09, 0.30, -0.62
30667, 0.05, -0.04, 0.95, 0.93, 1.81, 0.29, -0.09, 0.30, -0.62
30697, 0.05, -0.04, 0.95, 0.89, -2.13, 0.23, -0.09, 0.31, -0.62
30726, 0.06, -0.04, 0.94, 0.68, -7.37, -0.08, -0.09, 0.31, -0.62
30757, 0.06, -0.04, 0.92, 0.32, -12.98, -0.27, -0.09, 0.31, -0.62
30799, 0.03, -0.04, 0.95, 0.25, -18.85, 1.82, -0.10, 0.31, -0.62
30829, 0.01, -0.03, 0.98, 0.28, -18.61, 3.08, -0.10, 0.31, -0.62
30860, 0.03, -0.04, 0.92, 0.58, -14.30, -0.18, -0.11, 0.31, -0.61
30889, 0.02, -0.05, 0.90, 0.14, -27.79, 0.21, -0.11, 0.31, -0.61
30920, 0.00, -0.04, 0.95, 0.81, -0.74, 0.14, -0.11, 0.31, -0.61
30949, 0.00, -0.04, 0.95, 0.72, -0.72, 0.17, -0.11, 0.31, -0.61
30981, 0.00, -0.04, 0.95, 0.67, -0.67, 0.17, -0.11, 0.31, -0.61
31009, 0.00, -0.04, 0.95, 0.85, -0.44, 0.17, -0.11, 0.31, -0.62
31042, 0.00, -0.04, 0.95, 0.64, -0.62, 0.17, -0.11, 0.30, -0.61
31071, 0.00, -0.04, 0.95, 0.71, -0.78, 0.28, -0.11, 0.30, -0.61
31099, 0.00, -0.04, 0.95, 0.67, -0.79, 0.16, -0.11, 0.31, -0.62
31129, 0.00, -0.04, 0.95, 0.81, -0.74, 0.18, -0.11, 0.31, -0.62
31160, 0.00, -0.04, 0.95, 0.82, -0.85, 0.28, -0.11, 0.30, -0.61
31191, 0.00, -0.04, 0.95, 0.82, -0.99, 0.17, -0.11, 0.31, -0.61
31220, 0.00, -0.04, 0.95, 0.85, -0.90, 0.16, -0.11, 0.31, -0.61
31249, 0.00, -0.04, 0.95, 1.07, -0.93, 0.32, -0.11, 0.30, -0.62
31281, -0.00, -0.00, 0.95, 0.90, -1.12, 0.10, -0.11, 0.30, -0.62
31309, 0.01, -0.04, 0.95, 1.22, -1.19, 2.35, -0.11, 0.31, -0.62
31340, -0.00, -0.04, 0.95, 0.91, -0.67, 0.37, -0.11, 0.31, -0.62
31369, 0.00, -0.04, 0.95, 1.00, -0.94, 0.59, -0.11, 0.30, -0.61
31396, 0.00, -0.04, 0.95, 1.15, -1.12, 0.33, -0.11, 0.30, -0.61
31426, 0.00, -0.04, 0.95, 0.71, -1.37, 0.44, -0.11, 0.30, -0.61
31454, -0.00, -0.05, 0.95, 0.80, -1.78, 1.56, -0.11, 0.31, -0.61
31485, 0.00, -0.04, 0.95, 0.91, -1.27, 1.83, -0.11, 0.31, -0.61
31515, -0.01, -0.03, 0.95, 0.81, -1.11, 3.81, -0.12, 0.31, -0.62
31547, -0.01, -0.05, 0.96, 0.55, -0.86, 1.49, -0.12, 0.31, -0.61
31577, -0.00, -0.10, 0.95, 0.23, -0.91, -2.16, -0.12, 0.31, -0.61
31607, 0.01, -0.03, 0.96, 1.58, -0.96, 0.85, -0.12, 0.31, -0.62
31636, 0.00, -0.03, 0.96, 1.72, -1.40, -2.49, -0.12, 0.31, -0.62
31665, -0.00, -0.04, 0.95, 0.79, -0.96, -0.03, -0.12, 0.31, -0.61
31694, -0.00, -0.04, 0.95, 1.02, -0.94, 0.03, -0.12, 0.31, -0.61
31727, -0.00, -0.04, 0.95, 0.91, -0.81, 0.03, -0.12, 0.31, -0.62
31756, -0.00, -0.05, 0.95, 0.60, -0.68, 0.20, -0.12, 0.31, -0.63
31784, 0.02, -0.04, 0.95, -1.35, 0.08, 0.25, -0.12, 0.31, -0.63
31814, -0.02, -0.05, 0.95, 0.00, -0.77, 2.21, -0.12, 0.31, -0.61
31846, 0.01, -0.06, 0.95, 0.80, -1.02, 1.54, -0.12, 0.31, -0.61
31875, -0.03, -0.00, 0.95, 0.53, -1.11, 3.75, -0.12, 0.31, -0.62
31905, 0.00, -0.04, 0.95, 0.60, -0.75, 0.03, -0.12, 0.32, -0.61
31935, -0.00, -0.04, 0.95, 0.79, -0.89, -0.13, -0.12, 0.32, -0.61
32079, 0.00, -0.04, 0.95, 1.37, -1.16, -0.42, -0.12, 0.32, -0.61
32287, 0.01, -0.03, 0.95, 0.71, -0.58, -1.50, -0.12, 0.32, -0.61
32473, 0.00, -0.04, 0.95, 0.45, -0.83, 0.13, -0.12, 0.31, -0.61
32502, -0.00, -0.04, 0.95, 0.67, -0.82, 0.07, -0.12, 0.31, -0.61
32533, -0.00, -0.04, 0.95, 0.59, -0.90, -0.02, -0.12, 0.31, -0.61
32562, -0.00, -0.04, 0.95, 0.48, -0.83, 0.01, -0.12, 0.31, -0.61
32592, -0.00, -0.04, 0.95, 0.85, -0.76, 0.10, -0.12, 0.31, -0.61
32622, 0.00, -0.04, 0.95, 0.60, -0.88, 0.05, -0.12, 0.31, -0.61
32655, -0.00, -0.04, 0.95, 0.79, -0.83, 0.07, -0.12, 0.31, -0.61
32686, 0.00, -0.04, 0.95, 0.68, -0.84, -0.11, -0.13, 0.31, -0.62
32714, 0.00, -0.04, 0.95, 1.09, -0.92, 0.08, -0.13, 0.31, -0.62
32745, -0.00, -0.04, 0.95, 0.97, -1.04, -0.03, -0.13, 0.31, -0.61
32773, -0.00, -0.04, 0.95, 0.75, -0.96, 0.09, -0.13, 0.31, -0.61
32802, -0.00, -0.04, 0.95, 0.86, -0.86, 0.16, -0.13, 0.31, -0.61
32833, -0.00, -0.04, 0.95, 1.00, -0.76, 0.11, -0.13, 0.31, -0.62
32862, -0.00, -0.04, 0.95, 0.69, -0.77, 0.16, -0.13, 0.31, -0.62
32893, -0.00, -0.04, 0.95, 0.75, -0.86, 0.10, -0.13, 0.31, -0.62
32923, 0.00, -0.04, 0.95, 0.76, -0.89, 0.02, -0.12, 0.31, -0.62
32953, 0.00, -0.04, 0.95, 0.88, -0.89, 0.06, -0.12, 0.31, -0.62
32982, 0.00, -0.04, 0.95, 0.57, -0.74, -0.03, -0.12, 0.31, -0.62
33012, 0.00, -0.04, 0.95, 0.62, -0.90, 0.03, -0.12, 0.31, -0.62
33042, -0.00, -0.04, 0.95, 0.70, -0.67, 0.04, -0.13, 0.31, -0.62
33073, -0.00, -0.04, 0.95, 0.71, -0.81, 0.02, -0.13, 0.31, -0.62
33116, -0.00, -0.04, 0.95, 0.58, -0.75, -0.21, -0.12, 0.31, -0.62
33145, 0.00, -0.04, 0.95, 0.80, -0.81, -0.42, -0.12, 0.31, -0.62
33177, 0.01, -0.02, 0.95, 0.68, -0.41, -8.57, -0.12, 0.31, -0.62
33205, -0.01, -0.06, 0.95, 0.96, -0.31, -11.94, -0.12, 0.31, -0.62
33235, -0.01, -0.05, 0.95, 1.01, -0.76, -5.57, -0.12, 0.30, -0.62
33265, -0.00, -0.05, 0.95, 0.75, -0.79, -1.81, -0.12, 0.30, -0.62
33296, 0.00, -0.04, 0.95, 0.61, -0.76, -0.16, -0.12, 0.31, -0.63
33326, 0.00, -0.04, 0.95, 0.74, -0.76, -0.19, -0.12, 0.31, -0.63
33358, 0.00, -0.04, 0.95, 0.72, -0.84, -0.35, -0.12, 0.30, -0.62
33390, 0.00, -0.04, 0.95, 0.75, -0.88, -0.09, -0.12, 0.30, -0.61
33418, -0.00, -0.04, 0.95, 0.74, -0.81, 0.07, -0.12, 0.30, -0.61
33448, 0.00, -0.04, 0.95, 0.74, -0.87, -0.02, -0.12, 0.31, -0.62
33478, 0.00, -0.04, 0.95, 0.85, -0.88, 0.03, -0.12, 0.31, -0.62
33509, -0.00, -0.04, 0.95, 0.80, -0.76, 0.11, -0.12, 0.31, -0.62
33538, 0.00, -0.04, 0.95, 0.76, -0.81, 0.08, -0.12, 0.31, -0.63
33568, 0.00, -0.04, 0.95, 0.49, -0.74, 0.11, -0.12, 0.31, -0.63
33603, -0.00, -0.04, 0.95, 0.74, -0.81, 0.09, -0.12, 0.30, -0.62
33631, 0.00, -0.04, 0.95, 0.84, -0.82, 0.05, -0.12, 0.30, -0.62
33660, 0.00, -0.04, 0.95, 0.67, -0.82, 0.11, -0.12, 0.31, -0.62
33690, -0.00, -0.04, 0.95, 0.53, -0.88, -0.03, -0.13, 0.30, -0.61
33719, 0.00, -0.04, 0.95, 0.64, -0.80, 0.05, -0.13, 0.30, -0.61
33751, -0.00, -0.04, 0.95, 0.72, -0.93, 0.17, -0.12, 0.30, -0.62
33779, 0.00, -0.04, 0.95, 0.85, -0.96, 0.03, -0.12, 0.30, -0.62
33810, 0.00, -0.04, 0.95, 0.85, -0.84, 0.02, -0.12, 0.30, -0.61
33842, 0.00, -0.04, 0.95, 0.87, -0.80, 0.18, -0.12, 0.30, -0.62
33871, 0.00, -0.04, 0.95, 0.76, -0.75, 0.03, -0.12, 0.30, -0.62
33900, -0.00, -0.04, 0.95, 0.88, -0.76, 0.10, -0.12, 0.30, -0.62
33929, -0.00, -0.04, 0.95, 0.87, -0.88, 0.11, -0.12, 0.30, -0.62
33958, -0.00, -0.04, 0.95, 0.81, -0.74, 0.03, -0.12, 0.31, -0.62
33990, -0.00, -0.04, 0.95, 0.74, -0.73, -0.02, -0.12, 0.31, -0.62
34019, 0.00, -0.04, 0.95, 0.71, -0.84, 0.03, -0.12, 0.31, -0.61
34051, -0.00, -0.04, 0.95, 0.85, -0.74, 0.05, -0.12, 0.30, -0.61
34080, -0.00, -0.04, 0.95, 0.69, -0.77, 0.04, -0.12, 0.30, -0.61
34111, -0.00, -0.04, 0.95, 0.82, -0.87, -0.03, -0.12, 0.31, -0.62
34139, 0.00, -0.04, 0.95, 0.84, -0.84, 0.00, -0.12, 0.31, -0.62
34169, 0.00, -0.04, 0.95, 0.87, -0.75, 0.02, -0.12, 0.30, -0.62
34213, 0.00, -0.04, 0.95, 0.85, -0.80, 0.11, -0.12, 0.31, -0.62
34254, 0.00, -0.04, 0.95, 0.72, -0.89, 0.03, -0.12, 0.30, -0.62
34284, -0.00, -0.04, 0.95, 0.71, -0.88, 0.07, -0.12, 0.30, -0.62
34317, 0.00, -0.04, 0.95, 0.77, -0.81, 0.03, -0.12, 0.30, -0.62
34347, 0.00, -0.04, 0.95, 0.88, -0.87, 0.13, -0.12, 0.30, -0.62
34377, 0.00, -0.04, 0.95, 0.70, -0.85, 0.21, -0.12, 0.31, -0.62
34406, -0.00, -0.04, 0.95, 0.67, -0.87, 0.00, -0.12, 0.31, -0.61
34437, -0.00, -0.04, 0.95, 0.88, -0.88, 0.03, -0.12, 0.31, -0.61
34466, -0.00, -0.04, 0.95, 0.74, -0.87, 0.06, -0.12, 0.31, -0.61
34497, 0.00, -0.04, 0.96, 0.77, -0.81, -0.04, -0.12, 0.31, -0.61
34526, 0.00, -0.04, 0.95, 0.68, -0.71, 0.13, -0.13, 0.31, -0.61
34558, -0.00, -0.04, 0.95, 0.79, -0.80, 0.08, -0.12, 0.30, -0.61
34590, 0.00, -0.04, 0.95, 0.93, -0.81, -0.07, -0.12, 0.30, -0.61
34620, -0.00, -0.04, 0.95, 0.89, -0.81, 0.06, -0.12, 0.30, -0.62
34650, 0.00, -0.04, 0.95, 0.79, -0.86, -0.11, -0.12, 0.30, -0.62
34678, 0.00, -0.04, 0.95, 0.82, -0.78, 0.06, -0.12, 0.30, -0.62
34708, 0.00, -0.04, 0.95, 0.62, -0.88, 0.16, -0.12, 0.31, -0.62
34737, 0.00, -0.04, 0.95, 0.83, -0.93, 0.32, -0.12, 0.31, -0.62
34766, 0.00, -0.04, 0.96, 0.82, -0.74, 0.15, -0.12, 0.31, -0.62
34799, -0.00, -0.04, 0.95, 0.63, -0.73, 0.04, -0.12, 0.31, -0.62
34828, 0.00, -0.04, 0.95, 0.75, -0.95, 0.04, -0.12, 0.30, -0.62
34857, 0.00, -0.04, 0.95, 0.81, -0.88, -0.01, -0.12, 0.31, -0.62
34887, 0.00, -0.04, 0.95, 0.60, -0.89, -0.04, -0.12, 0.31, -0.62
34917, 0.00, -0.04, 0.95, 0.70, -0.89, 0.00, -0.12, 0.30, -0.62
34947, 0.00, -0.04, 0.95, 0.67, -0.81, 0.03, -0.12, 0.30, -0.62
34976, 0.00, -0.04, 0.95, 0.82, -0.80, -0.05, -0.12, 0.30, -0.62
35006, 0.00, -0.04, 0.95, 0.76, -0.74, -0.03, -0.12, 0.30, -0.62
35048, 0.00, -0.04, 0.95, 0.88, -0.88, 0.06, -0.12, 0.30, -0.61
35077, -0.00, -0.04, 0.95, 0.81, -0.81, 0.03, -0.12, 0.30, -0.62
35106, 0.00, -0.04, 0.95, 0.71, -0.88, -0.11, -0.12, 0.30, -0.62
35135, 0.00, -0.04, 0.95, 0.75, -0.86, -0.05, -0.12, 0.30, -0.61
35165, 0.00, -0.04, 0.95, 0.72, -0.96, -0.01, -0.12, 0.30, -0.62
35194, 0.00, -0.04, 0.95, 0.73, -0.88, -0.03, -0.12, 0.30, -0.62
35224, -0.00, -0.04, 0.95, 0.81, -0.86, 0.00, -0.12, 0.31, -0.62
35256, 0.00, -0.04, 0.95, 0.81, -0.85, 0.03, -0.12, 0.31, -0.62
35286, 0.00, -0.04, 0.95, 0.78, -0.93, -0.06, -0.12, 0.31, -0.61
35315, 0.00, -0.04, 0.95, 0.71, -0.75, -0.08, -0.12, 0.31, -0.61
35346, 0.00, -0.04, 0.95, 0.81, -0.82, 0.06, -0.12, 0.30, -0.62
35374, -0.00, -0.04, 0.95, 0.69, -0.86, -0.01, -0.12, 0.31, -0.61
35405, 0.00, -0.04, 0.95, 0.74, -0.76, 0.02, -0.12, 0.31, -0.61
35434, 0.00, -0.04, 0.95, 0.84, -0.76, 0.02, -0.12, 0.30, -0.62
35464, 0.00, -0.04, 0.95, 0.78, -0.94, 0.15, -0.12, 0.30, -0.62
35496, -0.00, -0.04, 0.95, 0.86, -0.81, 0.11, -0.12, 0.30, -0.63
35526, 0.00, -0.04, 0.95, 0.87, -0.91, 0.07, -0.12, 0.30, -0.62
35554, 0.00, -0.04, 0.95, 0.64, -0.85, 0.06, -0.12, 0.30, -0.62
35586, 0.00, -0.04, 0.95, 0.83, -0.82, 0.17, -0.12, 0.30, -0.62
35615, 0.00, -0.04, 0.95, 0.73, -0.73, 0.08, -0.12, 0.30, -0.62
35646, 0.00, -0.04, 0.95, 0.75, -0.81, 0.00, -0.12, 0.31, -0.62
35674, 0.00, -0.04, 0.95, 0.81, -0.82, 0.10, -0.12, 0.30, -0.62
35702, 0.00, -0.04, 0.95, 0.70, -0.86, 0.11, -0.12, 0.30, -0.62
35735, -0.00, -0.04, 0.95, 0.73, -0.86, -0.04, -0.13, 0.31, -0.62
35764, -0.00, -0.04, 0.95, 0.78, -0.83, -0.02, -0.13, 0.31, -0.62
35793, -0.00, -0.04, 0.95, 0.68, -0.81, 0.08, -0.12, 0.31, -0.62
35824, 0.00, -0.04, 0.95, 0.67, -0.81, 0.02, -0.12, 0.31, -0.62
35854, 0.00, -0.04, 0.95, 0.78, -0.84, 0.10, -0.12, 0.31, -0.61
35884, -0.00, -0.04, 0.95, 0.81, -0.88, 0.03, -0.12, 0.30, -0.61
35912, -0.00, -0.04, 0.95, 0.73, -0.72, 0.10, -0.12, 0.30, -0.61
35942, -0.00, -0.04, 0.95, 0.70, -0.82, -0.01, -0.13, 0.31, -0.61
35974, 0.00, -0.04, 0.95, 0.74, -0.69, 0.07, -0.13, 0.31, -0.61
36027, 0.00, -0.04, 0.95, 0.83, -0.83, 0.07, -0.13, 0.30, -0.61
36058, -0.00, -0.04, 0.95, 0.73, -0.81, 0.05, -0.12, 0.31, -0.61
36087, 0.00, -0.04, 0.95, 0.84, -0.77, 0.12, -0.13, 0.31, -0.61
36118, 0.00, -0.04, 0.95, 0.84, -0.90, -0.01, -0.13, 0.31, -0.61
36146, -0.00, -0.04, 0.95, 0.85, -0.75, 0.09, -0.13, 0.30, -0.61
36177, 0.00, -0.04, 0.95, 0.71, -0.82, 0.10, -0.13, 0.30, -0.61
36206, -0.00, -0.04, 0.95, 0.74, -0.79, 0.02, -0.12, 0.31, -0.61
36239, 0.00, -0.04, 0.95, 0.80, -0.75, -0.01, -0.12, 0.31, -0.61
36269, 0.00, -0.04, 0.95, 0.70, -0.78, 0.00, -0.12, 0.31, -0.61
36298, 0.00, -0.04, 0.95, 0.77, -0.74, -0.02, -0.13, 0.31, -0.62
36327, -0.00, -0.04, 0.95, 0.73, -0.70, 0.06, -0.13, 0.31, -0.62
36358, 0.00, -0.04, 0.95, 0.74, -0.75, 0.13, -0.13, 0.31, -0.62
36387, -0.00, -0.04, 0.95, 0.87, -0.81, -0.06, -0.12, 0.31, -0.61
36418, 0.00, -0.04, 0.95, 0.64, -0.73, 0.04, -0.12, 0.31, -0.61
36452, -0.00, -0.04, 0.95, 0.82, -0.77, -0.04, -0.13, 0.30, -0.62
