Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
8701, -0.00, -0.04, 0.95, 0.86, -0.78, 0.04, -0.13, 0.31, -0.61
8732, -0.00, -0.04, 0.95, 0.81, -0.78, -0.05, -0.13, 0.31, -0.61
8761, -0.00, -0.04, 0.95, 0.87, -0.81, 0.03, -0.13, 0.31, -0.61
8792, -0.00, -0.04, 0.95, 0.71, -0.84, -0.02, -0.13, 0.31, -0.61
8824, -0.00, -0.04, 0.95, 0.69, -0.81, 0.08, -0.13, 0.31, -0.61
8853, 0.00, -0.04, 0.95, 0.75, -0.80, 0.04, -0.13, 0.30, -0.61
8881, -0.00, -0.04, 0.95, 0.73, -0.91, -0.02, -0.13, 0.31, -0.61
8911, -0.00, -0.04, 0.95, 0.81, -0.83, 0.03, -0.13, 0.31, -0.61
8941, -0.00, -0.04, 0.95, 0.74, -0.76, 0.13, -0.13, 0.31, -0.61
8969, -0.00, -0.04, 0.95, 0.70, -0.87, 0.11, -0.13, 0.31, -0.61
8998, -0.00, -0.04, 0.95, 0.86, -0.75, 0.08, -0.12, 0.31, -0.62
9027, -0.00, -0.04, 0.95, 0.69, -0.81, 0.06, -0.12, 0.31, -0.62
9060, -0.00, -0.04, 0.95, 0.83, -0.73, -0.05, -0.13, 0.31, -0.61
9091, 0.00, -0.04, 0.95, 0.79, -0.78, 0.06, -0.13, 0.31, -0.61
9119, -0.00, -0.04, 0.95, 0.80, -0.73, 0.14, -0.13, 0.31, -0.61
9149, 0.00, -0.04, 0.95, 0.87, -0.85, 0.10, -0.13, 0.31, -0.61
9178, -0.00, -0.04, 0.95, 0.93, -0.82, 0.03, -0.13, 0.31, -0.61
9207, -0.00, -0.04, 0.95, 0.74, -0.82, -0.03, -0.12, 0.31, -0.61
9239, 0.00, -0.04, 0.95, 0.87, -0.78, 0.03, -0.13, 0.31, -0.61
9267, -0.00, -0.04, 0.95, 0.76, -0.85, 0.08, -0.13, 0.31, -0.61
9299, -0.00, -0.04, 0.95, 0.75, -0.82, 0.04, -0.12, 0.31, -0.61
9328, -0.00, -0.04, 0.95, 0.79, -0.74, 0.09, -0.12, 0.31, -0.61
9357, -0.00, -0.04, 0.95, 0.72, -0.95, 0.09, -0.13, 0.31, -0.61
9387, -0.00, -0.04, 0.95, 0.83, -0.88, 0.02, -0.13, 0.31, -0.61
9418, -0.00, -0.04, 0.95, 0.69, -0.86, 0.07, -0.13, 0.31, -0.61
9447, -0.00, -0.04, 0.95, 0.80, -0.67, 0.15, -0.12, 0.31, -0.62
9477, -0.00, -0.04, 0.95, 0.69, -0.78, 0.00, -0.12, 0.31, -0.62
9505, -0.00, -0.04, 0.95, 0.74, -0.80, 0.04, -0.13, 0.31, -0.62
9539, -0.00, -0.04, 0.95, 0.69, -0.79, 0.07, -0.13, 0.31, -0.62
9567, -0.00, -0.04, 0.95, 0.78, -0.81, 0.12, -0.13, 0.31, -0.61
9598, -0.00, -0.04, 0.95, 0.73, -0.85, 0.10, -0.12, 0.31, -0.62
9627, -0.00, -0.04, 0.95, 0.88, -0.83, 0.08, -0.12, 0.31, -0.62
9658, -0.00, -0.04, 0.95, 0.80, -0.84, 0.20, -0.13, 0.31, -0.62
9688, -0.00, -0.04, 0.95, 0.71, -0.73, 0.02, -0.13, 0.31, -0.62
9718, 0.00, -0.04, 0.95, 0.75, -0.89, 0.09, -0.13, 0.31, -0.62
9752, 0.00, -0.04, 0.96, 0.81, -0.78, 0.05, -0.13, 0.31, -0.62
9781, -0.00, -0.04, 0.95, 0.74, -0.80, 0.19, -0.13, 0.31, -0.62
9810, -0.00, -0.04, 0.95, 1.00, -0.75, 0.12, -0.13, 0.31, -0.62
9840, -0.00, -0.04, 0.95, 0.73, -0.86, 0.15, -0.13, 0.31, -0.62
9871, 0.00, -0.04, 0.95, 0.80, -0.81, 0.04, -0.13, 0.31, -0.62
9900, -0.00, -0.04, 0.95, 0.80, -0.71, 0.00, -0.13, 0.31, -0.62
9929, -0.00, -0.04, 0.95, 0.79, -0.87, 0.02, -0.13, 0.31, -0.62
9958, -0.00, -0.04, 0.95, 0.74, -0.81, -0.04, -0.13, 0.31, -0.62
10014, -0.00, -0.04, 0.95, 0.69, -0.79, 0.10, -0.13, 0.31, -0.62
10044, -0.00, -0.04, 0.95, 0.84, -0.78, 0.14, -0.13, 0.31, -0.62
10073, -0.00, -0.04, 0.95, 0.72, -0.88, 0.09, -0.13, 0.31, -0.62
10103, -0.00, -0.04, 0.95, 0.72, -0.72, 0.02, -0.13, 0.31, -0.61
10133, -0.00, -0.04, 0.95, 0.66, -0.78, 0.11, -0.13, 0.31, -0.61
10161, -0.00, -0.04, 0.95, 0.86, -0.75, 0.16, -0.12, 0.31, -0.62
10190, 0.00, -0.04, 0.95, 0.74, -0.81, 0.01, -0.12, 0.31, -0.62
10219, -0.00, -0.04, 0.95, 0.74, -0.77, 0.04, -0.13, 0.31, -0.62
10251, -0.00, -0.04, 0.95, 0.79, -0.74, 0.18, -0.13, 0.31, -0.62
10279, -0.00, -0.04, 0.95, 0.82, -0.84, 0.06, -0.13, 0.31, -0.62
10310, -0.00, -0.04, 0.95, 0.77, -0.71, 0.11, -0.13, 0.31, -0.62
10340, -0.00, -0.04, 0.95, 0.74, -0.72, 0.06, -0.13, 0.31, -0.62
10370, -0.00, -0.04, 0.95, 0.79, -0.82, 0.04, -0.13, 0.31, -0.63
10399, -0.00, -0.04, 0.95, 0.81, -0.81, 0.10, -0.13, 0.31, -0.63
10430, -0.00, -0.04, 0.95, 0.80, -0.74, 0.03, -0.13, 0.31, -0.62
10459, 0.00, -0.04, 0.95, 0.82, -0.78, 0.12, -0.13, 0.31, -0.62
10491, -0.00, -0.04, 0.95, 0.71, -0.94, 0.11, -0.13, 0.31, -0.62
10521, 0.00, -0.04, 0.95, 0.75, -0.87, 0.17, -0.13, 0.31, -0.62
10550, 0.00, -0.04, 0.95, 0.80, -0.74, -0.04, -0.13, 0.31, -0.62
10578, -0.00, -0.04, 0.95, 0.74, -0.80, 0.07, -0.13, 0.31, -0.62
10608, -0.00, -0.04, 0.95, 0.72, -0.83, 0.02, -0.13, 0.31, -0.62
10638, -0.00, -0.04, 0.95, 0.76, -0.80, 0.05, -0.13, 0.31, -0.62
10667, 0.00, -0.04, 0.95, 0.78, -0.87, 0.03, -0.13, 0.31, -0.62
10696, 0.00, -0.04, 0.95, 0.64, -0.79, 0.15, -0.13, 0.31, -0.62
10729, -0.00, -0.04, 0.95, 0.74, -0.83, -0.01, -0.12, 0.31, -0.63
10757, 0.00, -0.04, 0.95, 0.73, -0.88, 0.15, -0.12, 0.31, -0.63
10785, -0.00, -0.04, 0.95, 0.74, -0.79, 0.02, -0.13, 0.31, -0.61
10815, -0.00, -0.04, 0.95, 0.86, -0.88, 0.10, -0.12, 0.31, -0.62
10844, -0.00, -0.04, 0.95, 0.77, -0.89, 0.03, -0.12, 0.31, -0.62
10872, -0.00, -0.04, 0.95, 0.74, -0.90, 0.02, -0.12, 0.31, -0.62
10902, -0.00, -0.04, 0.95, 0.74, -0.93, 0.08, -0.12, 0.31, -0.62
10936, -0.00, -0.04, 0.95, 0.72, -1.01, -0.08, -0.13, 0.31, -0.62
10966, 0.00, -0.04, 0.95, 0.78, -0.88, 0.12, -0.13, 0.31, -0.62
10995, -0.00, -0.04, 0.95, 0.86, -0.93, 0.05, -0.13, 0.31, -0.62
11025, -0.00, -0.04, 0.95, 0.81, -0.89, -0.03, -0.13, 0.31, -0.62
11053, -0.00, -0.04, 0.95, 0.83, -0.76, 0.09, -0.13, 0.31, -0.62
11082, -0.00, -0.04, 0.95, 0.74, -0.79, 0.07, -0.13, 0.31, -0.62
11112, 0.00, -0.04, 0.95, 0.73, -0.66, 0.03, -0.13, 0.31, -0.62
11139, 0.00, -0.04, 0.95, 0.85, -0.76, 0.03, -0.13, 0.31, -0.62
11172, -0.00, -0.04, 0.95, 0.81, -0.91, 0.11, -0.13, 0.31, -0.62
11202, -0.00, -0.04, 0.95, 0.80, -0.80, 0.13, -0.13, 0.31, -0.62
11231, -0.00, -0.04, 0.95, 0.75, -0.78, 0.02, -0.13, 0.31, -0.63
11261, 0.00, -0.04, 0.95, 0.67, -0.85, 0.02, -0.13, 0.31, -0.63
11291, -0.00, -0.04, 0.95, 0.69, -0.93, -0.03, -0.12, 0.31, -0.63
11318, -0.00, -0.04, 0.95, 0.86, -0.87, 0.15, -0.12, 0.31, -0.63
11348, -0.00, -0.04, 0.95, 0.76, -0.81, 0.01, -0.13, 0.31, -0.62
11377, 0.00, -0.04, 0.95, 0.71, -0.83, 0.06, -0.12, 0.31, -0.62
11419, -0.00, -0.04, 0.95, 0.81, -0.77, 0.09, -0.12, 0.31, -0.62
11451, 0.00, -0.04, 0.95, 0.74, -0.92, -0.02, -0.13, 0.31, -0.62
11480, -0.00, -0.04, 0.95, 0.71, -0.75, 0.11, -0.13, 0.31, -0.62
11510, -0.00, -0.04, 0.95, 0.71, -0.91, -0.02, -0.13, 0.31, -0.62
11540, -0.00, -0.04, 0.95, 0.71, -0.86, -0.02, -0.12, 0.31, -0.62
11571, 0.00, -0.04, 0.95, 0.86, -0.83, 0.09, -0.12, 0.31, -0.62
11599, -0.00, -0.04, 0.95, 0.70, -0.80, 0.07, -0.12, 0.31, -0.62
11630, 0.00, -0.04, 0.95, 0.69, -0.95, -0.06, -0.12, 0.31, -0.62
11665, -0.00, -0.04, 0.95, 0.71, -0.83, -0.13, -0.12, 0.31, -0.62
11693, -0.00, -0.04, 0.95, 0.81, -0.78, -0.05, -0.12, 0.31, -0.62
11721, -0.00, -0.04, 0.95, 0.80, -0.88, 0.01, -0.12, 0.31, -0.62
11751, -0.00, -0.04, 0.95, 0.73, -0.86, 0.00, -0.12, 0.31, -0.61
11804, -0.00, -0.04, 0.95, 0.87, -0.72, 0.09, -0.12, 0.31, -0.62
11834, -0.00, -0.04, 0.95, 0.76, -0.81, 0.08, -0.12, 0.31, -0.62
11864, 0.00, -0.04, 0.95, 0.71, -0.81, -0.03, -0.12, 0.31, -0.62
11897, -0.00, -0.04, 0.95, 0.69, -0.80, -0.07, -0.13, 0.31, -0.62
11927, -0.00, -0.04, 0.95, 0.79, -0.88, 0.06, -0.13, 0.31, -0.62
11957, -0.00, -0.04, 0.95, 0.72, -0.90, 0.08, -0.12, 0.31, -0.62
11987, -0.00, -0.04, 0.95, 0.56, -0.81, -0.01, -0.12, 0.31, -0.62
12017, 0.00, -0.04, 0.95, 0.68, -0.78, 0.03, -0.12, 0.31, -0.62
12046, -0.00, -0.04, 0.95, 0.80, -0.88, -0.03, -0.12, 0.31, -0.62
12077, -0.00, -0.04, 0.95, 0.67, -0.74, 0.09, -0.12, 0.31, -0.62
12105, 0.00, -0.04, 0.95, 0.64, -0.79, 0.11, -0.13, 0.31, -0.62
12138, -0.00, -0.04, 0.95, 0.82, -0.89, -0.01, -0.13, 0.31, -0.62
12166, 0.00, -0.04, 0.95, 0.74, -0.87, 0.03, -0.13, 0.31, -0.61
12196, -0.00, -0.04, 0.95, 0.91, -0.77, 0.12, -0.12, 0.31, -0.62
12226, -0.00, -0.04, 0.95, 0.74, -0.78, 0.03, -0.12, 0.31, -0.62
12255, -0.00, -0.04, 0.95, 0.57, -0.87, 0.00, -0.13, 0.32, -0.62
12284, -0.00, -0.04, 0.95, 0.74, -0.68, 0.01, -0.13, 0.32, -0.62
12315, -0.00, -0.04, 0.95, 0.71, -0.87, 0.04, -0.12, 0.31, -0.61
12344, 0.00, -0.04, 0.95, 0.67, -0.88, 0.03, -0.13, 0.31, -0.62
12377, -0.00, -0.04, 0.95, 0.88, -0.69, 0.11, -0.13, 0.31, -0.62
12406, 0.00, -0.04, 0.95, 0.88, -0.79, 0.03, -0.13, 0.31, -0.62
12435, -0.00, -0.04, 0.95, 0.68, -0.84, -0.11, -0.13, 0.31, -0.62
12464, -0.00, -0.04, 0.95, 0.74, -0.82, -0.04, -0.13, 0.31, -0.62
12492, -0.00, -0.04, 0.95, 0.81, -0.85, -0.04, -0.13, 0.31, -0.62
12523, -0.00, -0.04, 0.95, 0.77, -0.81, 0.00, -0.12, 0.31, -0.62
12552, 0.00, -0.04, 0.95, 0.74, -0.91, 0.07, -0.12, 0.31, -0.61
12582, -0.00, -0.04, 0.95, 0.66, -0.87, 0.01, -0.12, 0.31, -0.61
12616, -0.00, -0.04, 0.95, 0.77, -0.77, 0.02, -0.12, 0.31, -0.61
12646, -0.00, -0.04, 0.95, 0.73, -0.91, 0.11, -0.12, 0.31, -0.61
12674, -0.00, -0.04, 0.95, 0.83, -0.78, 0.11, -0.12, 0.31, -0.61
12703, -0.00, -0.04, 0.95, 0.74, -0.79, -0.06, -0.12, 0.31, -0.61
12733, -0.00, -0.04, 0.95, 0.78, -0.85, -0.02, -0.12, 0.31, -0.61
12763, 0.00, -0.04, 0.95, 0.73, -0.87, -0.01, -0.12, 0.31, -0.61
12792, -0.00, -0.04, 0.95, 0.79, -0.80, 0.11, -0.12, 0.31, -0.61
12825, -0.00, -0.04, 0.95, 0.82, -0.86, -0.06, -0.12, 0.31, -0.61
12853, -0.00, -0.04, 0.95, 0.69, -0.87, -0.10, -0.12, 0.31, -0.61
12882, 0.00, -0.04, 0.95, 0.74, -0.79, 0.03, -0.12, 0.31, -0.61
12911, -0.00, -0.04, 0.95, 0.74, -0.82, 0.04, -0.12, 0.31, -0.62
12940, -0.00, -0.04, 0.95, 0.70, -0.87, 0.03, -0.12, 0.31, -0.62
12969, -0.00, -0.04, 0.95, 0.83, -0.83, 0.01, -0.12, 0.31, -0.62
12997, -0.00, -0.04, 0.95, 0.78, -0.87, 0.11, -0.12, 0.31, -0.62
13026, -0.00, -0.04, 0.95, 0.78, -0.84, 0.00, -0.13, 0.31, -0.62
13058, -0.00, -0.04, 0.95, 0.81, -0.86, 0.07, -0.12, 0.31, -0.61
13088, -0.00, -0.04, 0.95, 0.82, -0.91, -0.05, -0.12, 0.31, -0.61
13118, -0.00, -0.04, 0.95, 0.83, -0.77, 0.04, -0.12, 0.32, -0.62
13147, -0.00, -0.04, 0.95, 0.74, -0.74, 0.06, -0.12, 0.32, -0.62
13176, 0.00, -0.04, 0.95, 0.74, -0.80, 0.03, -0.12, 0.32, -0.61
13206, -0.00, -0.04, 0.95, 0.87, -0.80, 0.06, -0.12, 0.32, -0.61
13235, 0.00, -0.04, 0.95, 0.76, -0.77, -0.03, -0.12, 0.31, -0.62
13263, 0.00, -0.04, 0.95, 0.82, -0.74, 0.04, -0.13, 0.32, -0.62
13305, -0.00, -0.04, 0.95, 0.82, -0.81, -0.06, -0.13, 0.32, -0.62
13337, -0.00, -0.04, 0.95, 0.72, -0.88, 0.07, -0.13, 0.31, -0.61
13366, -0.00, -0.04, 0.95, 0.74, -0.78, 0.12, -0.12, 0.31, -0.61
13394, -0.00, -0.04, 0.95, 0.74, -0.79, -0.10, -0.12, 0.31, -0.61
13424, -0.00, -0.04, 0.95, 0.62, -0.81, 0.04, -0.12, 0.31, -0.62
13452, -0.00, -0.04, 0.95, 0.79, -0.78, 0.16, -0.12, 0.31, -0.62
13484, -0.00, -0.04, 0.95, 0.76, -0.80, 0.01, -0.12, 0.31, -0.61
13512, -0.00, -0.04, 0.95, 0.75, -0.81, 0.12, -0.12, 0.31, -0.61
13556, 0.00, -0.04, 0.95, 0.75, -0.83, 0.05, -0.12, 0.31, -0.62
13599, -0.00, -0.04, 0.95, 0.74, -0.94, 0.04, -0.13, 0.31, -0.61
13630, -0.00, -0.04, 0.95, 0.86, -0.88, 0.03, -0.13, 0.31, -0.62
13658, 0.00, -0.04, 0.95, 0.71, -0.77, 0.09, -0.13, 0.31, -0.62
13689, -0.00, -0.04, 0.95, 0.74, -0.80, 0.00, -0.13, 0.31, -0.62
13717, -0.00, -0.04, 0.95, 0.72, -0.90, -0.02, -0.13, 0.31, -0.62
13746, -0.00, -0.04, 0.95, 0.86, -0.82, 0.01, -0.13, 0.31, -0.61
13777, -0.00, -0.04, 0.95, 0.74, -0.85, -0.05, -0.12, 0.31, -0.61
13807, -0.00, -0.04, 0.95, 0.81, -0.82, 0.10, -0.12, 0.31, -0.61
13835, -0.00, -0.04, 0.95, 0.68, -0.74, 0.08, -0.12, 0.31, -0.61
13864, 0.00, -0.04, 0.95, 0.67, -0.87, 0.11, -0.12, 0.31, -0.61
13895, -0.00, -0.04, 0.95, 0.78, -0.66, 0.09, -0.12, 0.31, -0.61
13924, 0.00, -0.04, 0.95, 0.87, -0.79, 0.04, -0.13, 0.31, -0.61
13955, -0.00, -0.04, 0.95, 0.73, -0.76, 0.14, -0.13, 0.31, -0.61
13983, 0.00, -0.04, 0.95, 0.85, -0.88, 0.00, -0.13, 0.31, -0.61
14017, -0.00, -0.04, 0.95, 0.88, -0.88, 0.10, -0.13, 0.31, -0.61
14045, -0.00, -0.04, 0.95, 0.76, -0.69, 0.11, -0.12, 0.31, -0.61
14076, -0.00, -0.04, 0.95, 0.78, -0.75, 0.08, -0.12, 0.31, -0.61
14104, 0.00, -0.04, 0.95, 0.86, -0.64, 0.11, -0.12, 0.31, -0.61
14135, -0.00, -0.04, 0.95, 0.81, -0.82, 0.09, -0.12, 0.31, -0.61
14164, -0.00, -0.04, 0.95, 0.67, -0.88, -0.05, -0.12, 0.31, -0.61
14193, -0.00, -0.04, 0.95, 0.61, -0.87, 0.08, -0.12, 0.31, -0.62
14223, -0.00, -0.04, 0.95, 0.75, -0.83, 0.13, -0.12, 0.31, -0.62
14256, 0.00, -0.04, 0.95, 0.76, -0.81, 0.00, -0.13, 0.31, -0.61
14284, -0.00, -0.04, 0.95, 0.77, -0.78, 0.00, -0.12, 0.31, -0.62
14315, 0.00, -0.04, 0.95, 0.77, -0.83, 0.07, -0.12, 0.31, -0.62
14343, -0.00, -0.04, 0.95, 0.79, -0.88, 0.00, -0.13, 0.32, -0.61
14371, 0.00, -0.04, 0.95, 0.74, -0.88, 0.12, -0.13, 0.32, -0.61
14401, 0.00, -0.04, 0.95, 0.64, -0.77, 0.16, -0.13, 0.31, -0.61
14429, -0.00, -0.04, 0.95, 0.79, -0.74, 0.04, -0.13, 0.31, -0.61
14459, -0.00, -0.04, 0.95, 0.75, -0.89, 0.13, -0.13, 0.32, -0.60
14492, 0.00, -0.04, 0.95, 0.79, -0.80, 0.16, -0.12, 0.32, -0.60
14521, -0.00, -0.04, 0.95, 0.75, -0.75, 0.09, -0.12, 0.32, -0.60
14551, 0.00, -0.04, 0.95, 0.70, -0.84, -0.01, -0.12, 0.31, -0.61
14581, 0.00, -0.04, 0.95, 0.71, -0.85, 0.07, -0.12, 0.31, -0.61
14610, -0.00, -0.04, 0.95, 0.82, -0.81, -0.07, -0.12, 0.31, -0.61
14640, 0.00, -0.04, 0.95, 0.61, -0.88, 0.03, -0.12, 0.31, -0.61
14669, -0.00, -0.04, 0.95, 0.82, -0.81, 0.06, -0.12, 0.31, -0.61
14699, -0.00, -0.04, 0.95, 0.84, -0.81, 0.01, -0.13, 0.31, -0.61
14731, 0.00, -0.04, 0.95, 0.73, -0.81, 0.00, -0.13, 0.31, -0.61
14761, -0.00, -0.04, 0.95, 0.69, -0.87, 0.05, -0.13, 0.31, -0.61
14790, -0.00, -0.04, 0.95, 0.84, -0.88, 0.00, -0.12, 0.31, -0.61
14821, 0.00, -0.04, 0.95, 0.71, -0.68, 0.19, -0.12, 0.31, -0.61
14851, 0.00, -0.04, 0.95, 0.78, -0.86, 0.10, -0.12, 0.31, -0.61
14879, -0.00, -0.04, 0.95, 0.74, -0.82, 0.05, -0.12, 0.31, -0.61
14909, -0.00, -0.04, 0.95, 0.81, -0.76, 0.01, -0.12, 0.31, -0.61
14943, -0.00, -0.04, 0.95, 0.70, -0.82, 0.03, -0.12, 0.31, -0.61
14970, -0.00, -0.04, 0.95, 0.88, -0.78, 0.03, -0.12, 0.31, -0.61
15001, 0.00, -0.04, 0.95, 0.82, -0.74, -0.06, -0.13, 0.31, -0.61
15029, -0.00, -0.04, 0.95, 0.75, -0.88, 0.09, -0.13, 0.31, -0.61
15058, -0.00, -0.04, 0.95, 0.83, -0.77, 0.15, -0.13, 0.32, -0.61
15088, -0.00, -0.04, 0.95, 0.67, -0.79, -0.02, -0.13, 0.32, -0.61
15117, -0.00, -0.04, 0.95, 0.81, -0.90, 0.11, -0.12, 0.31, -0.61
15147, -0.00, -0.04, 0.95, 0.74, -0.81, -0.01, -0.12, 0.31, -0.61
15188, -0.00, -0.04, 0.95, 0.71, -0.92, 0.08, -0.12, 0.31, -0.61
15217, -0.00, -0.04, 0.95, 0.66, -0.72, 0.07, -0.12, 0.31, -0.60
15247, -0.00, -0.04, 0.95, 0.81, -0.83, 0.11, -0.12, 0.31, -0.61
15276, 0.00, -0.04, 0.95, 0.81, -0.70, 0.12, -0.12, 0.31, -0.61
15305, 0.00, -0.04, 0.95, 0.55, -0.72, 0.03, -0.13, 0.31, -0.62
15346, 0.00, -0.04, 0.96, 0.67, -0.80, 0.08, -0.13, 0.31, -0.62
15388, -0.00, -0.04, 0.95, 0.75, -1.11, -0.01, -0.13, 0.31, -0.61
15418, 0.00, -0.04, 0.95, 0.70, -0.84, 0.09, -0.12, 0.31, -0.61
15450, -0.00, -0.04, 0.95, 0.85, -0.79, 0.14, -0.12, 0.31, -0.61
15478, -0.00, -0.04, 0.95, 0.78, -0.83, 0.04, -0.12, 0.31, -0.61
15507, -0.00, -0.04, 0.95, 0.77, -0.89, -0.02, -0.13, 0.31, -0.62
15536, -0.00, -0.04, 0.95, 0.79, -0.77, 0.13, -0.13, 0.31, -0.62
15563, 0.02, -0.04, 0.95, 0.92, -0.89, -0.05, -0.12, 0.31, -0.61
15593, -0.00, -0.04, 0.95, 0.82, -0.79, 0.03, -0.12, 0.31, -0.61
15622, -0.00, -0.04, 0.95, 0.74, -0.89, 0.00, -0.13, 0.31, -0.61
15651, -0.00, -0.04, 0.95, 0.78, -0.87, 0.08, -0.13, 0.31, -0.61
15684, -0.00, -0.04, 0.95, 0.91, -0.85, 0.17, -0.13, 0.31, -0.60
15713, -0.00, -0.04, 0.95, 0.74, -0.80, 0.04, -0.13, 0.31, -0.61
15742, -0.00, -0.04, 0.95, 0.74, -0.88, 0.03, -0.13, 0.31, -0.61
15773, -0.00, -0.04, 0.95, 0.88, -0.78, 0.04, -0.12, 0.31, -0.60
15801, -0.00, -0.04, 0.95, 0.79, -0.83, 0.04, -0.12, 0.31, -0.60
15831, -0.00, -0.04, 0.95, 0.83, -0.75, 0.05, -0.13, 0.31, -0.60
15859, -0.00, -0.04, 0.95, 0.87, -0.88, 0.08, -0.13, 0.31, -0.61
15892, -0.00, -0.04, 0.95, 0.75, -0.86, 0.06, -0.13, 0.31, -0.61
15920, -0.00, -0.04, 0.95, 0.71, -0.74, 0.04, -0.13, 0.31, -0.61
15948, -0.00, -0.04, 0.95, 0.82, -0.74, 0.03, -0.13, 0.31, -0.61
15979, -0.00, -0.04, 0.95, 0.75, -0.88, 0.00, -0.13, 0.31, -0.61
16007, -0.00, -0.04, 0.95, 0.74, -0.91, 0.06, -0.13, 0.31, -0.61
16037, -0.00, -0.04, 0.95, 0.62, -0.76, 0.13, -0.13, 0.31, -0.61
16066, -0.00, -0.04, 0.95, 0.81, -0.76, 0.03, -0.12, 0.31, -0.61
16095, -0.00, -0.04, 0.95, 0.60, -0.81, 0.04, -0.12, 0.31, -0.61
16128, -0.00, -0.04, 0.95, 0.73, -0.76, 0.02, -0.13, 0.31, -0.61
16156, -0.00, -0.04, 0.95, 0.73, -0.74, 0.06, -0.13, 0.31, -0.61
16185, -0.00, -0.04, 0.95, 0.79, -0.79, 0.06, -0.12, 0.31, -0.61
16216, -0.00, -0.04, 0.95, 0.75, -0.81, 0.10, -0.12, 0.31, -0.60
16244, -0.00, -0.04, 0.95, 0.76, -0.78, -0.03, -0.12, 0.31, -0.60
16274, -0.00, -0.04, 0.95, 0.77, -0.73, 0.02, -0.13, 0.31, -0.61
16304, -0.00, -0.04, 0.95, 0.86, -0.84, -0.02, -0.13, 0.31, -0.61
16332, -0.00, -0.04, 0.95, 0.75, -0.76, 0.04, -0.12, 0.31, -0.61
16378, 0.00, -0.04, 0.95, 0.74, -0.66, 0.14, -0.13, 0.31, -0.61
16408, 0.00, -0.04, 0.95, 0.72, -0.78, -0.02, -0.13, 0.31, -0.61
16436, 0.00, -0.04, 0.95, 0.58, -0.88, 0.04, -0.12, 0.31, -0.60
16467, -0.00, -0.04, 0.95, 0.83, -0.80, 0.03, -0.12, 0.31, -0.60
16496, -0.00, -0.04, 0.95, 0.77, -0.81, 0.10, -0.12, 0.31, -0.61
16528, -0.00, -0.04, 0.95, 0.84, -0.88, 0.02, -0.13, 0.31, -0.61
16558, -0.00, -0.04, 0.95, 0.85, -0.87, 0.00, -0.13, 0.31, -0.61
16588, 0.00, -0.04, 0.95, 0.61, -0.63, 0.04, -0.12, 0.31, -0.62
16622, -0.00, -0.04, 0.95, 0.83, -0.75, 0.04, -0.12, 0.31, -0.62
16650, 0.00, -0.04, 0.95, 0.81, -0.88, 0.04, -0.12, 0.31, -0.62
16678, 0.00, -0.04, 0.95, 0.76, -0.74, 0.13, -0.13, 0.31, -0.62
16708, 0.00, -0.04, 0.95, 0.70, -0.81, 0.09, -0.13, 0.31, -0.62
16736, -0.00, -0.04, 0.95, 0.76, -0.81, 0.06, -0.13, 0.31, -0.61
16768, -0.00, -0.04, 0.95, 0.76, -0.81, 0.03, -0.13, 0.31, -0.61
16797, 0.00, -0.04, 0.95, 0.78, -0.86, -0.04, -0.12, 0.31, -0.61
16829, 0.00, -0.04, 0.95, 0.69, -0.83, 0.01, -0.13, 0.31, -0.62
16858, 0.00, -0.04, 0.95, 0.74, -0.73, 0.02, -0.13, 0.31, -0.62
16888, -0.00, -0.04, 0.95, 0.87, -0.74, 0.08, -0.13, 0.31, -0.61
16917, -0.00, -0.04, 0.95, 0.72, -0.80, 0.07, -0.13, 0.31, -0.61
16946, 0.00, -0.04, 0.95, 0.71, -0.82, -0.03, -0.13, 0.31, -0.61
16974, -0.00, -0.04, 0.95, 0.84, -0.84, 0.14, -0.13, 0.31, -0.61
17004, -0.00, -0.04, 0.95, 0.78, -0.64, 0.03, -0.13, 0.31, -0.61
17035, 0.00, -0.04, 0.95, 0.80, -0.86, 0.01, -0.13, 0.31, -0.61
17075, -0.00, -0.04, 0.95, 0.78, -0.78, 0.00, -0.13, 0.31, -0.61
17104, -0.00, -0.04, 0.95, 0.79, -0.72, 0.00, -0.13, 0.31, -0.61
17145, -0.00, -0.04, 0.95, 0.84, -0.74, 0.11, -0.13, 0.31, -0.61
17187, -0.00, -0.04, 0.95, 0.88, -0.81, -2.19, -0.12, 0.31, -0.61
17216, 0.00, -0.04, 0.95, 0.73, -0.90, -0.03, -0.12, 0.31, -0.61
17245, -0.00, -0.04, 0.95, 0.61, -0.86, 0.04, -0.12, 0.31, -0.61
17273, -0.00, -0.04, 0.95, 0.84, -0.85, 0.05, -0.12, 0.31, -0.61
17303, -0.00, -0.04, 0.95, 0.81, -0.82, 0.12, -0.12, 0.31, -0.61
17336, -0.00, -0.04, 0.95, 0.81, -0.81, 0.11, -0.12, 0.31, -0.61
17364, -0.00, -0.04, 0.95, 0.70, -0.85, 0.10, -0.12, 0.31, -0.61
17394, -0.00, -0.04, 0.95, 0.62, -0.82, 0.02, -0.12, 0.31, -0.61
17422, -0.00, -0.04, 0.95, 0.75, -0.83, -0.03, -0.12, 0.31, -0.61
17453, -0.00, -0.04, 0.95, 0.77, -0.91, 0.00, -0.12, 0.31, -0.61
17482, -0.00, -0.04, 0.95, 0.82, -0.89, -0.03, -0.12, 0.31, -0.61
